T,TM,Tm,H,VV,V,VM,PM2.5
16.4,21.0,12.0,77.0,1.9,8.7,16.5,61.125
18.3,26.0,14.0,73.0,2.4,7.0,20.6,49.58333333333334
19.2,24.0,15.0,70.0,3.1,12.8,20.6,34.916666666666664
17.3,23.0,10.0,51.0,3.2,14.1,18.3,47.5
22.4,28.0,15.0,48.0,1.6,6.3,11.1,128.83333333333334
21.2,27.0,17.0,63.0,2.9,9.4,18.3,56.33333333333334
17.0,20.0,15.0,77.0,3.1,12.0,18.3,20.291666666666668
21.2,29.0,15.0,55.0,2.9,6.9,20.6,59.16666666666666
22.8,30.0,15.0,51.0,2.7,7.4,18.3,83.83333333333333
24.9,31.0,17.0,51.0,2.9,11.1,16.5,89.375
28.0,34.0,21.0,48.0,2.3,5.7,14.8,101.375
28.8,36.0,20.0,43.0,2.6,9.4,25.9,109.75
28.7,35.0,21.0,39.0,3.5,9.3,18.3,42.91666666666666
25.2,31.0,20.0,61.0,2.7,7.6,14.8,47.25
27.5,33.0,20.0,48.0,2.9,8.3,14.8,81.20833333333333
27.3,34.0,20.0,46.0,3.4,12.6,22.2,52.29166666666666
24.2,29.0,18.0,71.0,4.0,10.6,18.3,28.45833333333333
23.3,29.0,20.0,62.0,3.1,9.3,18.3,49.5
27.1,33.0,20.0,41.0,3.2,9.4,14.8,75.16666666666667
26.0,32.0,19.0,44.0,3.2,9.6,18.3,53.125
25.2,30.0,19.0,59.0,3.2,10.7,22.2,54.70833333333334
26.7,32.0,22.0,53.0,2.9,8.0,18.3,52.625
27.9,34.0,22.0,52.0,2.7,8.3,16.5,51.375
33.3,41.0,22.0,29.0,2.4,6.3,13.0,94.33333333333331
33.3,39.0,26.0,32.0,2.4,11.1,18.3,92.91666666666669
31.6,39.0,24.0,28.0,2.9,9.6,18.3,80.20833333333333
30.9,36.0,25.0,34.0,2.1,16.9,24.1,71.66666666666667
28.9,33.0,24.0,43.0,2.7,16.7,27.8,31.83333333333333
31.1,37.0,25.0,41.0,2.7,17.2,25.9,47.66666666666666
31.5,39.0,24.0,36.0,3.5,9.8,20.6,48.125
31.3,39.0,24.0,30.0,3.2,6.1,16.5,56.25
31.6,41.0,23.0,26.0,2.4,5.7,14.8,103.41666666666669
35.3,43.0,27.0,16.0,2.9,12.2,18.3,76.875
34.7,43.0,27.0,19.0,2.4,8.7,22.2,86.375
35.9,42.0,27.0,19.0,2.6,7.4,14.8,77.70833333333333
26.9,34.0,23.0,60.0,2.9,10.2,18.3,48.5
31.0,37.0,24.0,43.0,2.9,5.7,14.8,55.08333333333334
29.0,37.0,23.0,49.0,2.6,7.8,18.3,67.45833333333333
31.6,42.0,23.0,40.0,2.7,12.4,37.0,18.875
33.4,43.0,22.0,31.0,2.6,12.2,22.2,61.5
36.1,45.0,28.0,24.0,2.9,10.0,20.6,68.91666666666667
38.8,45.0,31.0,14.0,2.6,11.9,22.2,77.375
37.9,46.0,28.0,14.0,3.1,12.2,22.2,63.91666666666666
36.2,44.0,27.0,13.0,2.7,9.6,22.2,63.66666666666666
35.5,41.0,28.0,22.0,2.6,15.4,27.8,63.625
30.7,36.0,27.0,32.0,2.7,13.9,22.2,25.45833333333333
31.7,41.0,26.0,33.0,2.9,10.4,18.3,20.75
28.1,33.0,24.0,51.0,2.9,12.4,27.8,40.5
36.7,43.0,30.0,28.0,3.4,7.6,16.5,64.83333333333333
38.1,44.0,30.0,22.0,3.5,7.6,18.3,63.0
37.1,43.0,32.0,26.0,3.1,16.3,31.7,73.83333333333333
30.2,39.0,24.0,52.0,2.6,14.1,22.2,31.875
27.3,33.0,22.0,72.0,2.4,7.4,14.8,54.95833333333334
31.6,37.0,27.0,57.0,2.4,5.9,16.5,77.75
36.7,42.0,32.0,43.0,3.2,12.6,20.6,75.33333333333333
33.3,38.0,29.0,48.0,3.4,15.4,22.2,32.583333333333336
30.1,35.0,25.0,67.0,3.4,13.3,37.0,28.375
26.7,30.0,23.0,83.0,2.1,8.9,16.5,28.54166666666667
31.2,39.0,26.0,58.0,2.6,13.1,20.6,51.04166666666666
32.4,38.0,28.0,54.0,3.1,13.1,24.1,40.0
31.4,37.0,27.0,56.0,3.2,8.7,22.2,37.583333333333336
33.6,39.0,28.0,47.0,3.4,10.6,20.6,37.625
32.1,41.0,27.0,54.0,3.4,13.9,33.5,34.375
28.0,33.0,25.0,83.0,1.6,6.9,14.8,42.29166666666666
30.7,35.0,27.0,70.0,2.4,8.0,16.5,45.66666666666666
28.8,33.0,26.0,82.0,1.8,7.2,14.8,40.625
29.7,33.0,25.0,73.0,3.5,7.0,11.1,26.875
30.6,36.0,28.0,73.0,3.7,10.9,18.3,30.70833333333333
32.8,37.0,29.0,60.0,4.2,14.8,24.1,10.208333333333334
29.2,33.0,26.0,76.0,2.9,4.6,14.8,43.04166666666666
28.6,32.0,25.0,81.0,2.6,8.3,16.5,19.416666666666668
30.8,35.0,27.0,76.0,3.4,10.2,14.8,8.416666666666666
31.2,35.0,28.0,73.0,2.4,13.1,20.6,0.0
29.6,32.0,26.0,75.0,2.9,18.0,22.2,0.0
29.2,33.0,26.0,74.0,3.5,15.0,22.2,4.833333333333333
28.8,31.0,26.0,75.0,2.4,8.9,14.8,15.375
27.7,31.0,25.0,81.0,2.7,5.9,14.8,19.83333333333333
28.8,33.0,26.0,78.0,3.1,5.9,20.6,25.79166666666667
30.2,35.0,26.0,71.0,3.5,10.2,14.8,22.70833333333333
29.0,34.0,26.0,83.0,2.1,7.2,16.5,31.33333333333333
29.3,32.0,27.0,83.0,1.3,7.6,14.8,47.41666666666666
27.1,29.0,26.0,93.0,1.0,7.8,13.0,33.791666666666664
31.6,35.0,28.0,71.0,3.2,5.6,13.0,39.04166666666666
30.2,33.0,28.0,81.0,3.1,6.7,11.1,41.708333333333336
27.8,31.0,26.0,91.0,2.6,6.3,14.8,28.75
30.4,35.0,26.0,72.0,3.5,13.1,22.2,12.25
30.1,34.0,27.0,70.0,3.7,14.3,22.2,14.5
29.6,33.0,27.0,74.0,3.4,10.9,18.3,23.91666666666667
31.4,36.0,26.0,65.0,3.5,13.7,22.2,27.375
31.4,35.0,27.0,66.0,4.0,10.9,22.2,29.20833333333333
31.9,36.0,27.0,63.0,3.2,9.4,14.8,36.5
31.0,35.0,27.0,61.0,4.0,12.8,18.3,27.83333333333333
31.3,35.0,27.0,56.0,3.5,13.3,22.2,44.125
30.4,34.0,27.0,57.0,3.2,12.8,24.1,62.25
30.7,34.0,26.0,56.0,3.1,8.0,22.2,60.125
31.2,36.0,25.0,48.0,4.0,9.3,22.2,34.666666666666664
30.6,36.0,25.0,56.0,3.7,12.2,20.6,39.208333333333336
30.9,36.0,24.0,53.0,3.5,13.5,63.0,38.708333333333336
31.9,37.0,26.0,56.0,2.9,5.7,11.1,69.95833333333333
32.2,37.0,27.0,53.0,2.4,7.0,20.6,94.375
32.4,37.0,27.0,58.0,2.7,6.7,11.1,85.75
29.9,35.0,26.0,79.0,2.1,8.5,14.8,51.66666666666666
29.9,36.0,26.0,69.0,3.1,10.7,16.5,39.41666666666666
29.6,35.0,26.0,69.0,3.4,9.1,16.5,23.95833333333333
28.7,35.0,23.0,51.0,4.2,8.3,20.6,43.5
29.4,35.0,25.0,54.0,3.5,8.5,18.3,50.41666666666666
29.3,34.0,25.0,58.0,3.5,8.5,16.5,55.70833333333334
27.8,35.0,21.0,53.0,4.2,6.3,14.8,57.125
28.1,35.0,21.0,50.0,3.5,7.0,14.8,69.375
29.1,36.0,21.0,52.0,3.7,6.3,16.5,65.375
29.0,34.0,22.0,58.0,2.6,9.1,22.2,112.29166666666669
29.5,35.0,23.0,48.0,3.4,7.2,18.3,97.70833333333331
29.1,35.0,22.0,45.0,3.4,6.5,22.2,80.70833333333333
29.3,35.0,24.0,63.0,2.9,8.9,14.8,81.625
27.4,34.0,21.0,63.0,2.9,7.4,20.6,65.375
28.1,34.0,22.0,57.0,2.9,5.9,13.0,84.375
29.4,36.0,23.0,51.0,2.1,6.1,13.0,141.95833333333334
30.3,36.0,24.0,45.0,2.4,6.3,14.8,153.375
27.1,33.0,20.0,47.0,2.1,7.4,13.0,162.875
27.0,33.0,20.0,41.0,2.6,13.3,18.3,0.0
25.4,31.0,21.0,47.0,3.2,8.9,22.2,49.33333333333334
24.9,31.0,19.0,50.0,2.7,5.6,13.0,107.33333333333331
23.1,29.0,17.0,59.0,1.0,2.8,11.1,273.625
24.4,30.0,19.0,52.0,1.6,3.1,11.1,256.9583333333333
24.9,31.0,18.0,54.0,1.8,3.0,7.6,185.08333333333331
24.9,30.0,19.0,51.0,1.3,3.3,9.4,249.5
21.9,27.0,16.0,69.0,0.6,5.6,11.1,365.75
22.7,28.0,19.0,59.0,1.4,8.1,14.8,241.875
24.4,29.0,19.0,52.0,1.6,7.2,11.1,176.875
22.9,29.0,17.0,56.0,1.0,8.0,18.3,353.04166666666674
22.9,29.0,17.0,57.0,1.4,6.9,14.8,257.4166666666667
24.0,32.0,17.0,46.0,1.6,2.4,11.1,204.75
19.2,27.0,12.0,49.0,1.3,3.0,13.0,207.83333333333331
18.8,27.0,12.0,57.0,1.0,2.6,11.1,268.1666666666667
19.5,27.0,13.0,55.0,1.3,1.9,7.6,278.3333333333333
19.4,27.0,13.0,50.0,2.4,8.5,22.2,157.5
20.3,28.0,13.0,46.0,2.4,5.7,14.8,156.375
18.1,22.0,12.0,66.0,1.6,5.2,16.5,200.5
19.4,26.0,14.0,74.0,0.8,3.7,9.4,212.125
18.6,25.0,14.0,60.0,1.1,3.3,11.1,190.5
17.3,24.0,12.0,71.0,0.6,8.7,18.3,236.41666666666663
18.7,26.0,13.0,70.0,0.8,4.8,13.0,286.375
19.2,26.0,14.0,66.0,1.0,3.3,11.1,288.0833333333333
18.8,23.8,13.4,73.0,1.0,8.3,22.2,302.4583333333333
13.1,21.3,5.0,60.0,1.9,4.8,14.8,163.0
13.1,21.3,6.8,54.0,1.9,9.4,18.3,161.375
12.6,22.4,6.0,53.0,1.9,5.4,18.3,157.375
12.3,21.2,6.0,62.0,1.4,4.8,14.8,245.91666666666663
12.8,21.2,6.0,59.0,1.3,3.1,14.8,264.5833333333333
12.7,20.0,6.0,64.0,1.0,3.7,9.4,253.29166666666663
11.2,19.0,4.0,58.0,1.9,9.3,16.5,181.20833333333331
13.3,21.2,6.0,52.0,1.6,7.6,18.3,210.875
14.3,22.4,7.6,57.0,1.3,9.6,20.6,255.33333333333331
14.6,23.0,8.0,69.0,0.6,3.1,14.8,284.79583333333335
14.6,22.2,7.9,64.0,1.0,5.0,16.5,219.72083333333333
13.8,22.2,8.0,68.0,1.0,5.7,14.8,182.1875
18.2,25.0,12.0,75.0,0.5,3.5,11.1,154.03750000000005
14.3,19.4,10.0,89.0,0.3,7.6,14.8,223.20833333333331
14.6,22.1,8.0,67.0,1.4,9.6,24.1,200.64583333333337
16.1,22.0,13.0,81.0,0.6,9.3,20.6,285.225
14.1,19.1,10.0,83.0,0.6,7.4,13.0,236.825
12.5,16.2,9.6,83.0,1.3,13.0,18.3,276.90833333333336
10.4,16.2,7.0,91.0,0.5,6.9,13.0,108.0
9.7,14.4,7.0,87.0,0.5,8.3,13.0,107.625
10.2,16.4,3.0,78.0,1.0,7.8,14.8,125.89166666666668
10.6,17.2,6.0,75.0,1.0,6.9,11.1,181.01250000000005
13.9,22.7,7.4,69.0,1.0,5.6,11.1,152.55416666666667
16.4,23.8,10.0,65.0,1.3,5.6,11.1,152.32083333333338
16.6,22.2,10.0,75.0,1.3,10.0,20.6,319.7375
14.7,22.9,8.0,61.0,2.1,9.4,18.3,332.7083333333333
14.6,22.2,7.0,52.0,2.6,9.6,20.6,279.6
14.0,22.3,7.0,55.0,2.3,11.1,22.2,179.11666666666667
16.4,22.4,9.0,69.0,1.4,7.8,14.8,54.79166666666666
15.5,23.6,9.0,68.0,1.6,8.0,16.5,93.375
15.4,24.4,8.0,72.0,1.1,6.5,16.5,103.0
16.3,26.7,11.0,56.0,2.3,10.4,20.6,132.20833333333334
17.3,24.8,9.7,57.0,1.9,10.0,16.5,127.70833333333331
16.5,23.0,10.9,58.0,1.8,6.9,18.3,109.33333333333331
22.2,29.8,15.0,65.0,1.3,6.3,13.0,56.45833333333334
21.9,28.2,16.0,72.0,1.4,13.0,20.6,135.83333333333334
18.4,27.0,11.0,62.0,2.4,15.2,24.1,122.5
21.6,32.2,12.0,44.0,3.1,9.3,16.5,69.66666666666667
22.8,31.9,14.5,42.0,2.7,7.2,16.5,79.83333333333333
21.9,29.9,14.4,49.0,2.3,4.3,11.1,62.70833333333334
24.1,32.2,16.4,51.0,1.9,3.7,11.1,1.9166666666666667
25.0,33.8,16.4,45.0,2.1,5.0,11.1,1.8333333333333333
25.6,34.6,17.1,46.0,2.1,8.7,18.3,1.7916666666666667
22.4,29.8,16.0,65.0,2.1,10.7,20.6,117.58333333333331
22.3,30.0,16.0,59.0,2.7,8.5,16.5,122.70833333333331
22.8,30.4,15.8,54.0,2.1,8.9,20.6,76.54166666666667
23.7,29.4,17.7,59.0,3.4,10.7,20.6,59.20833333333334
21.6,29.2,16.0,54.0,3.1,8.3,20.6,77.20833333333333
22.6,31.0,15.0,53.0,3.1,11.1,22.2,87.83333333333331
25.8,35.0,19.4,50.0,2.7,8.5,27.8,123.70833333333331
26.6,35.0,19.6,46.0,2.4,10.2,18.3,64.79166666666667
24.9,34.5,18.7,34.0,4.0,16.7,24.1,62.875
29.3,38.4,19.0,34.0,2.7,10.4,20.6,52.04166666666666
24.1,28.1,19.4,53.0,3.4,14.3,24.1,128.33333333333334
25.5,34.0,17.0,39.0,3.4,8.9,18.3,87.58333333333331
30.4,40.0,20.4,30.0,2.6,7.8,16.5,23.20833333333333
30.8,39.2,21.0,30.0,3.1,11.5,24.1,15.166666666666664
31.4,41.2,22.0,32.0,3.7,6.3,20.6,21.25
33.4,43.0,25.1,30.0,2.6,7.8,18.3,25.75
27.3,37.0,20.0,36.0,2.9,11.9,22.2,105.33333333333331
29.0,38.0,19.5,26.0,3.4,6.7,13.0,117.75
31.3,38.4,20.6,22.0,2.7,9.6,18.3,20.791666666666668
30.4,39.0,21.0,22.0,3.1,13.7,29.4,46.91666666666666
32.7,41.0,22.0,20.0,3.4,9.6,20.6,104.625
33.9,42.2,22.4,19.0,2.9,9.1,22.2,109.625
33.3,41.0,23.0,20.0,3.5,12.0,24.1,30.875
33.2,41.0,24.2,23.0,2.9,9.1,20.6,75.58333333333333
30.9,38.3,22.0,18.0,3.2,8.5,22.2,106.95833333333331
32.5,42.2,23.0,18.0,2.4,5.4,22.2,0.0
33.3,43.0,23.0,16.0,2.6,8.3,22.2,0.0
33.6,42.0,23.0,15.0,2.4,9.1,22.2,38.5
34.6,44.2,24.0,13.0,2.7,7.0,18.3,142.5
37.7,46.2,26.8,12.0,2.9,9.6,22.2,133.375
34.7,46.2,29.0,20.0,2.9,10.4,14.8,102.41666666666669
33.7,40.7,24.8,29.0,3.2,8.5,14.8,158.29166666666666
33.7,40.9,26.4,33.0,3.2,12.6,20.6,149.58333333333334
32.8,40.2,28.4,38.0,3.4,14.8,24.1,107.29166666666669
36.0,44.5,27.8,28.0,3.5,9.8,37.0,106.5
36.8,44.0,28.0,26.0,3.4,6.5,13.0,128.125
37.8,44.4,28.5,20.0,3.4,5.9,14.8,108.0
36.6,46.4,29.8,34.0,3.7,13.9,24.1,98.41666666666669
36.6,43.5,30.8,43.0,3.9,13.0,22.2,94.375
36.1,44.2,29.0,46.0,3.1,15.0,20.6,118.5
30.9,39.2,26.7,49.0,2.9,9.3,18.3,110.41666666666669
35.4,41.0,26.5,39.0,2.4,6.5,20.6,95.83333333333331
37.0,42.2,30.5,28.0,2.3,13.5,24.1,93.5
31.9,39.0,24.6,49.0,3.1,9.8,22.2,38.66666666666666
34.4,40.8,25.6,40.0,3.1,9.8,20.6,45.375
37.3,43.8,29.8,28.0,2.9,10.4,22.2,65.16666666666667
38.6,46.0,29.0,27.0,3.2,8.0,22.2,67.08333333333333
33.4,39.2,28.4,45.0,3.4,13.7,27.8,77.66666666666667
36.2,42.2,29.6,36.0,3.2,13.1,20.6,70.25
34.6,43.2,28.4,35.0,3.2,12.0,22.2,75.125
33.7,41.8,25.0,46.0,2.9,13.7,37.0,77.0
31.7,36.1,25.0,61.0,3.2,11.9,27.8,32.958333333333336
34.4,40.0,29.4,50.0,2.7,13.1,20.6,40.833333333333336
34.9,41.2,29.8,54.0,3.7,15.0,24.1,90.70833333333331
30.3,41.2,27.0,72.0,3.2,12.6,22.2,97.29166666666669
31.5,39.0,27.0,66.0,3.9,12.6,18.3,79.83333333333333
34.1,40.8,30.8,59.0,3.1,12.4,27.8,40.375
34.1,39.4,29.1,59.0,3.2,12.0,18.3,49.41666666666666
33.2,40.2,25.2,62.0,2.9,13.9,22.2,43.66666666666666
31.8,38.0,25.0,70.0,3.2,11.9,18.3,0.0
28.6,37.6,24.7,75.0,3.2,8.9,18.3,29.66666666666667
28.9,32.5,26.0,79.0,2.7,7.2,16.5,47.75
33.2,37.8,28.8,66.0,3.5,10.6,16.5,43.66666666666666
30.6,36.8,28.0,74.0,3.4,7.0,14.8,29.83333333333333
32.2,37.6,28.0,69.0,3.5,7.8,18.3,29.66666666666667
30.7,36.2,26.3,79.0,2.9,7.8,16.5,37.625
29.6,37.0,26.4,82.0,2.6,7.4,22.2,41.458333333333336
30.2,33.4,25.7,82.0,3.4,9.3,16.5,53.125
31.4,36.0,26.0,77.0,3.7,10.7,16.5,36.0
32.7,38.3,28.6,66.0,4.0,10.7,24.1,70.58333333333333
33.7,38.3,28.2,60.0,3.7,10.6,20.6,52.45833333333334
31.9,36.2,27.6,71.0,2.7,7.0,14.8,38.25
29.6,36.2,27.0,78.0,2.4,11.7,18.3,26.58333333333333
27.9,32.5,26.6,88.0,1.9,9.4,27.8,57.58333333333334
28.6,32.0,25.9,86.0,2.4,6.9,13.0,41.375
28.4,32.0,26.4,85.0,2.6,9.8,22.2,25.54166666666667
29.3,35.2,25.8,80.0,2.9,8.3,22.2,28.375
32.0,35.2,25.6,65.0,4.0,10.4,18.3,40.333333333333336
32.2,36.8,26.3,67.0,3.7,11.1,18.3,35.375
31.9,36.5,28.2,69.0,4.2,11.9,18.3,31.91666666666667
30.1,36.2,27.8,79.0,3.2,11.5,18.3,36.79166666666666
29.4,33.9,25.2,82.0,2.6,5.4,18.3,26.83333333333333
28.9,32.2,25.0,84.0,2.4,7.6,18.3,21.125
30.6,35.0,27.0,76.0,3.9,13.5,20.6,18.0
31.5,34.8,26.6,70.0,3.4,6.5,14.8,43.58333333333334
30.9,35.4,27.0,72.0,3.9,12.8,18.3,46.04166666666666
29.6,36.0,25.8,72.0,4.0,11.3,18.3,28.75
29.8,34.4,26.3,82.0,3.7,5.7,16.5,64.91666666666667
30.3,37.4,26.4,77.0,3.2,8.1,27.8,30.66666666666667
30.9,36.2,25.6,72.0,4.0,8.3,14.8,31.75
26.9,33.2,24.0,87.0,2.6,9.3,14.8,33.166666666666664
27.7,31.0,25.2,88.0,2.6,3.9,11.1,30.625
29.3,33.7,25.1,78.0,3.2,12.8,40.7,30.33333333333333
29.6,34.0,24.6,74.0,3.9,10.9,20.6,31.75
29.8,35.0,24.5,68.0,4.5,11.5,18.3,0.0
30.6,35.5,25.0,61.0,5.0,11.1,18.3,0.0
30.4,35.8,25.2,64.0,5.0,10.9,16.5,0.0
30.3,37.4,26.0,65.0,4.7,9.3,13.0,83.45833333333333
30.2,35.0,24.5,69.0,3.9,4.8,13.0,71.66666666666667
31.5,37.0,26.4,61.0,3.5,5.6,14.8,65.625
31.5,37.4,26.2,59.0,3.5,4.6,11.1,62.375
32.3,38.0,25.4,54.0,2.9,6.1,11.1,24.875
31.1,37.8,26.8,64.0,2.9,9.8,18.3,37.333333333333336
30.4,35.4,25.4,65.0,3.1,4.8,9.4,41.5
30.5,36.0,25.6,66.0,3.1,6.7,11.1,38.79166666666666
31.1,37.2,25.6,62.0,3.4,6.1,11.1,48.91666666666666
31.8,37.2,26.5,64.0,2.9,5.6,11.1,26.66666666666667
31.9,37.2,27.3,66.0,3.7,5.7,14.8,29.0
32.5,37.6,27.6,63.0,2.7,6.7,14.8,34.25
30.0,35.6,24.0,64.0,2.6,6.3,16.5,60.54166666666666
30.2,36.2,24.0,58.0,2.9,6.7,20.6,41.583333333333336
30.2,36.0,23.6,59.0,2.7,4.6,11.1,50.91666666666666
27.9,36.0,20.8,41.0,3.5,8.9,22.2,82.83333333333333
28.2,36.0,20.4,41.0,3.9,7.8,16.5,95.25
26.8,35.8,18.8,44.0,2.7,5.7,14.8,115.83333333333331
27.3,35.8,18.0,38.0,2.9,4.4,14.8,136.70833333333334
26.7,35.6,19.0,38.0,3.2,5.4,18.3,160.66666666666666
27.4,35.6,19.6,39.0,3.7,7.0,18.3,173.58333333333337
25.7,33.2,19.0,47.0,3.2,8.0,20.6,261.6666666666667
26.3,34.7,19.0,46.0,2.4,5.6,16.5,272.4166666666667
24.8,33.2,18.0,48.0,1.6,5.6,18.3,226.29166666666663
23.2,33.1,16.9,58.0,1.1,2.4,9.4,99.70833333333331
23.1,30.4,16.0,55.0,0.8,3.0,9.4,217.375
21.4,29.0,17.0,71.0,0.3,1.9,7.6,309.375
23.3,30.5,16.1,60.0,0.6,1.7,9.4,166.91666666666666
21.6,29.0,15.2,56.0,0.5,9.1,14.8,278.0
21.1,29.0,14.0,51.0,0.8,8.7,22.2,192.33333333333331
20.6,30.0,13.0,47.0,0.6,5.4,14.8,235.33333333333331
22.6,29.8,16.0,49.0,1.6,3.5,11.1,221.54166666666663
20.2,29.8,13.9,49.0,1.1,4.3,13.0,210.54166666666663
19.1,27.5,12.0,50.0,1.1,5.9,14.8,251.20833333333331
21.0,29.8,12.6,47.0,1.1,4.4,11.1,194.70833333333331
21.3,30.8,13.0,48.0,1.1,1.7,9.4,250.875
21.0,30.2,12.4,46.0,2.1,6.5,22.2,274.875
21.3,30.2,14.0,41.0,2.7,12.0,20.6,160.0
20.2,30.4,13.0,41.0,2.6,12.0,18.3,217.91666666666663
20.1,28.4,12.0,39.0,2.3,5.6,16.5,184.20833333333331
19.1,26.6,13.0,81.0,0.6,3.1,11.1,176.375
16.5,25.8,12.0,87.0,0.5,3.9,11.1,185.95833333333331
17.3,26.2,10.0,59.0,1.6,3.1,11.1,195.375
16.0,24.0,11.0,83.0,0.3,3.3,9.4,365.29166666666674
16.3,25.6,10.0,76.0,0.8,3.1,7.6,312.2083333333333
17.9,27.2,9.5,66.0,1.1,4.3,9.4,237.625
17.9,26.3,12.0,61.0,1.3,3.7,11.1,202.875
16.1,23.3,11.0,70.0,1.3,8.1,13.0,260.1666666666667
15.8,24.4,10.0,59.0,2.1,5.7,16.5,403.95833333333326
14.4,22.8,7.6,71.0,1.1,9.4,16.5,284.1666666666667
15.5,24.0,8.4,67.0,1.3,13.3,22.2,288.4166666666667
16.2,25.0,9.0,56.0,1.8,10.0,20.6,256.8333333333333
13.7,25.2,10.0,92.0,0.5,10.4,14.8,169.0
14.4,23.0,8.0,76.0,0.8,9.4,16.5,186.04166666666663
14.3,23.0,7.0,67.0,0.8,4.3,16.5,185.58333333333331
